Time,v_out
550.0,0.012929927256303346
560.0,0.01293598915999642
570.0,0.012928664788889327
580.0,0.012930721601995276
590.0,0.0129364219497328
600.0,0.012945742676881635
610.0,0.012939714425685962
620.0,0.012982143064985728
630.0,0.012921432798668486
640.0,0.012908803337463874
650.0,0.012919451016488682
660.0,0.012924813553022677
670.0,0.01290219515833885
680.0,0.012906861389429498
690.0,0.01290698347335431
700.0,0.012906111235332982
710.0,0.012894911625315792
720.0,0.012912995266372502
730.0,0.012902780901983574
740.0,0.012907665461088576
750.0,0.012897733471007249
760.0,0.012909877111705555
770.0,0.012887134450332407
780.0,0.012907894811754809
790.0,0.012904479571574768
800.0,0.012894444481869506
810.0,0.01289491306908644
820.0,0.012881469964707697
830.0,0.012892056378289801
840.0,0.012865769566504497
850.0,0.01289928750144035
860.0,0.012877939337883242
870.0,0.012877574127591156
880.0,0.01289345382994273
890.0,0.012849787014266142
900.0,0.012884814844355287
910.0,0.012876342163752778
920.0,0.012885069234557324
930.0,0.012876447627681838
940.0,0.01287885132759634
950.0,0.012870253460720505
960.0,0.012859606612647961
970.0,0.012869532541791512
980.0,0.012853777415746304
990.0,0.012865897681664755
1000.0,0.012852183280995425
1010.0,0.012852372596966127
1020.0,0.012853647915031956
1030.0,0.01283209980112107
1040.0,0.01286756802236579
1050.0,0.012834559913831114
1060.0,0.01285296557277073
1070.0,0.012839366049766756
1080.0,0.01281572729275142
1090.0,0.012851638690517008
1100.0,0.012828215901963274
1110.0,0.012850206096973257
1120.0,0.012831621087787256
1130.0,0.012814751061184964
1140.0,0.012835464860053504
1150.0,0.012804133471328947
1160.0,0.01284834645741006
1170.0,0.012810741037635586
1180.0,0.012817062418945046
1190.0,0.01281875926837772
1200.0,0.012801443579051087
1210.0,0.012815842548943218
1220.0,0.012804167848563097
1230.0,0.012822180372509711
1240.0,0.012801736691581096
1250.0,0.012803282355225471
1260.0,0.012807540544795134
1270.0,0.012789092011855267
1280.0,0.012810787968498289
1290.0,0.012785402855164272
1300.0,0.012799825374248312
1310.0,0.012788007784771127
1320.0,0.012777615887680529
1330.0,0.01280512644954187
1340.0,0.012766310466811115
1350.0,0.012797725099273682
1360.0,0.012766309566474218
1370.0,0.012781270975803944
1380.0,0.012786942678618561
1390.0,0.0127649075900878
1400.0,0.0127830237711116
1410.0,0.01275218901739133
1420.0,0.012786586200334992
1430.0,0.012758974080043992
1440.0,0.012762701685801561
1450.0,0.012760307921196196
1460.0,0.01274876151228934
1470.0,0.01277589342248693
1480.0,0.012742228193005068
1490.0,0.012769493243758808
1500.0,0.012753101239733042
1510.0,0.012761417213716571
1520.0,0.012754063302814901
1560.0,0.012759642563200044
1620.0,0.012727827955180055
